,id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_y_card,home_r_card,away_y_card,away_r_card,home_foulcommit,away_foulcommit,home_shoton,away_shoton,home_shotoff,away_shotoff,home_cross,away_cross,home_corner,away_corner,home_possession,away_possession,HTP,ATP,Result
2512,4241,2014/2015,30,2015-03-22 00:00:00,1724274,8650,10260,1,2,2.05,3.4,3.6,2,1,2,0,14,17,2,3,3,1,8,11,2,3,42,58,28,67,A
2511,4240,2014/2015,30,2015-03-22 00:00:00,1724273,8667,8455,2,3,7.0,4.33,1.44,0,0,2,0,14,11,9,4,8,2,16,12,6,6,41,59,54,56,A
2515,4244,2014/2015,30,2015-03-22 00:00:00,1724277,10172,8668,1,2,3.3,3.4,2.15,2,0,1,0,11,12,4,3,10,2,32,5,1,3,53,47,22,31,A
2525,4254,2014/2015,31,2015-04-04 00:00:00,1724287,8197,8654,2,1,2.38,3.3,3.1,0,0,4,0,12,10,6,8,9,7,23,22,7,6,51,49,57,54,H
2522,4251,2014/2015,31,2015-04-04 00:00:00,1724284,8455,10194,2,1,1.29,5.5,11.0,1,0,6,0,5,22,11,2,6,3,12,6,9,0,61,39,70,42,H
2529,4258,2014/2015,31,2015-04-04 00:00:00,1724291,8659,10172,1,4,1.8,3.5,4.5,2,1,3,0,6,15,7,5,7,2,24,6,2,4,57,43,34,53,H
2524,4253,2014/2015,31,2015-04-04 00:00:00,1724286,8668,8466,1,0,2.63,3.2,2.8,0,0,1,0,12,17,5,5,6,6,11,14,4,10,45,55,22,42,H
2520,4249,2014/2015,31,2015-04-04 00:00:00,1724282,9825,8650,4,1,1.83,3.75,4.2,1,0,2,0,7,10,6,4,6,7,14,7,6,5,48,52,59,28,H
2528,4257,2014/2015,31,2015-04-04 00:00:00,1724290,10003,8667,3,1,1.91,3.5,4.2,1,0,5,1,10,13,3,4,4,3,9,15,4,7,60,40,43,28,H
2526,4255,2014/2015,31,2015-04-04 00:00:00,1724288,10260,10252,3,1,1.3,5.5,10.0,0,0,1,0,15,12,8,2,8,2,27,7,10,2,77,23,33,22,A
2521,4250,2014/2015,31,2015-04-05 00:00:00,1724283,8191,8586,0,0,3.5,3.4,2.1,2,0,0,0,9,5,9,5,4,7,23,10,5,3,40,60,25,53,D
2527,4256,2014/2015,31,2015-04-05 00:00:00,1724289,8472,10261,1,0,2.5,3.1,3.1,5,0,2,0,14,18,10,4,7,6,20,14,8,4,54,46,26,35,H
2523,4252,2014/2015,31,2015-04-06 00:00:00,1724285,9826,8456,2,1,5.0,4.0,1.67,2,0,1,0,11,11,1,10,1,13,4,14,4,13,26,74,36,61,H
2541,4270,2014/2015,33,2015-04-07 00:00:00,1724303,10252,10172,3,3,2.15,3.4,3.8,0,0,4,0,8,12,9,4,6,1,22,15,7,3,64,36,28,22,D
2530,4259,2014/2015,32,2015-04-11 00:00:00,1724292,8191,9825,0,1,6.5,4.33,1.57,2,0,0,0,15,7,6,9,2,8,16,13,1,6,31,69,26,63,A
2534,4263,2014/2015,32,2015-04-11 00:00:00,1724296,8466,8667,2,0,1.53,4.2,7.5,2,0,0,0,7,12,5,8,2,7,15,19,2,5,55,45,53,28,H
2535,4264,2014/2015,32,2015-04-11 00:00:00,1724297,8472,9826,1,4,2.9,3.2,2.7,2,0,2,0,15,17,3,8,7,0,9,11,7,4,53,47,29,39,A
2537,4266,2014/2015,32,2015-04-11 00:00:00,1724299,8586,10252,0,1,1.62,4.2,6.0,3,0,4,0,11,12,5,3,11,7,19,16,9,6,58,42,46,37,D
2539,4268,2014/2015,32,2015-04-11 00:00:00,1724301,8654,10194,1,1,2.3,3.4,3.4,3,0,1,0,17,13,7,10,4,9,17,26,4,10,35,65,54,28,A
2538,4267,2014/2015,32,2015-04-11 00:00:00,1724300,8659,8197,2,3,2.3,3.4,3.4,2,0,2,0,15,15,4,4,2,5,10,28,4,6,58,42,33,25,A
2536,4265,2014/2015,32,2015-04-11 00:00:00,1724298,10003,8668,1,1,2.5,3.3,3.1,3,0,3,0,18,12,3,8,5,2,12,11,3,6,51,49,42,42,D
2533,4262,2014/2015,32,2015-04-12 00:00:00,1724295,10172,8455,0,1,9.0,5.0,1.4,2,0,1,0,12,6,10,3,4,4,15,22,5,6,38,62,62,61,H
2532,4261,2014/2015,32,2015-04-12 00:00:00,1724294,10260,8456,4,2,2.63,3.4,2.88,0,0,3,0,9,17,6,4,0,3,14,6,1,5,58,42,25,73,A
2531,4260,2014/2015,32,2015-04-13 00:00:00,1724293,8650,10261,2,0,1.4,5.0,9.0,2,0,2,0,9,17,9,4,5,6,15,16,6,6,61,39,54,35,H
2546,4275,2014/2015,33,2015-04-18 00:00:00,1724308,8197,10003,2,0,2.15,3.4,3.75,0,0,2,0,6,5,5,7,10,3,16,10,6,3,40,60,76,65,H
2542,4271,2014/2015,33,2015-04-18 00:00:00,1724304,8455,10260,1,0,2.0,3.4,4.33,3,0,1,0,14,12,4,5,3,9,7,17,3,7,29,71,42,33,A
2544,4273,2014/2015,33,2015-04-18 00:00:00,1724306,8668,8191,1,0,1.73,3.8,5.5,1,0,4,0,12,15,10,5,6,4,18,17,5,6,68,32,38,26,H
2543,4272,2014/2015,33,2015-04-18 00:00:00,1724305,9826,8659,0,2,1.95,3.5,4.5,3,0,3,0,17,17,6,2,12,2,35,8,7,6,68,32,28,47,H
2549,4278,2014/2015,33,2015-04-18 00:00:00,1724311,10194,8466,2,1,3.5,3.25,2.3,0,0,4,0,17,17,4,8,8,2,25,13,2,5,37,63,43,56,H
2547,4276,2014/2015,33,2015-04-19 00:00:00,1724309,8456,8654,2,0,1.25,6.5,11.0,2,0,2,0,10,6,11,7,6,3,22,12,6,3,66,34,61,43,H
2548,4277,2014/2015,33,2015-04-19 00:00:00,1724310,10261,8586,1,3,3.3,3.5,2.3,2,0,4,0,11,13,7,7,3,4,20,9,4,3,37,63,35,54,A
2551,4280,2014/2015,34,2015-04-25 00:00:00,1724313,8191,8197,0,1,2.63,3.3,2.9,3,0,0,0,16,16,11,4,0,1,16,16,6,4,60,40,26,28,A
2554,4283,2014/2015,34,2015-04-25 00:00:00,1724316,8456,10252,3,2,1.29,6.0,12.0,1,0,2,0,13,11,6,4,2,6,9,22,7,6,46,54,42,28,A
2557,4286,2014/2015,34,2015-04-25 00:00:00,1724319,8466,8586,2,2,2.1,3.5,3.8,1,0,3,0,9,10,4,3,6,3,15,14,8,3,36,64,61,29,H
2559,4288,2014/2015,34,2015-04-25 00:00:00,1724321,8659,8650,0,0,4.0,3.6,2.0,1,0,0,0,12,12,4,13,4,10,11,18,2,4,20,80,35,47,A
2552,4281,2014/2015,34,2015-04-25 00:00:00,1724314,9826,8667,0,2,2.05,3.3,4.2,0,0,0,0,15,9,4,7,3,12,15,20,0,9,46,54,26,43,D
2556,4285,2014/2015,34,2015-04-25 00:00:00,1724318,10172,8654,0,0,2.38,3.4,3.25,1,0,0,0,14,12,9,3,8,5,22,13,6,6,54,46,56,57,D
2558,4287,2014/2015,34,2015-04-25 00:00:00,1724320,10194,8472,1,1,1.91,3.5,4.75,2,0,3,0,14,16,14,6,8,8,35,17,9,8,61,39,46,30,D
2555,4284,2014/2015,34,2015-04-25 00:00:00,1724317,10261,10003,2,3,2.45,3.25,3.25,1,0,2,0,14,9,1,3,4,4,16,8,9,6,48,52,36,58,D
2553,4282,2014/2015,34,2015-04-26 00:00:00,1724315,8668,10260,3,0,3.75,3.4,2.15,0,0,2,0,6,10,5,12,0,5,7,26,7,7,36,64,67,77,D
2550,4279,2014/2015,34,2015-04-26 00:00:00,1724312,9825,8455,0,0,2.4,3.3,3.3,4,0,3,0,17,12,4,4,6,3,25,4,6,2,57,43,41,65,H
2545,4274,2014/2015,33,2015-04-28 00:00:00,1724307,8667,8650,1,0,4.33,3.4,2.0,2,0,0,0,10,10,5,12,2,1,16,12,7,7,32,68,31,58,H
2472,4201,2014/2015,27,2015-04-29 00:00:00,1724244,8197,8455,1,3,5.75,3.8,1.7,1,0,0,0,10,1,2,5,5,6,23,23,2,6,38,62,31,77,A
2563,4292,2014/2015,35,2015-05-02 00:00:00,1724325,8197,10261,3,0,1.91,3.7,4.33,1,0,6,0,10,13,7,5,9,8,22,13,10,7,47,53,32,41,H
2566,4295,2014/2015,35,2015-05-02 00:00:00,1724328,8472,8466,2,1,4.2,3.4,2.05,2,0,2,1,12,13,6,3,3,5,12,15,1,1,44,56,31,35,H
2564,4293,2014/2015,35,2015-05-02 00:00:00,1724326,8650,10172,2,1,1.36,5.25,10.0,2,0,5,0,9,18,10,3,10,7,22,19,9,6,63,37,58,27,H
2569,4298,2014/2015,35,2015-05-02 00:00:00,1724331,8654,8191,1,0,2.25,3.5,3.4,3,0,2,1,11,8,14,4,9,4,33,18,13,3,60,40,65,37,A
2567,4296,2014/2015,35,2015-05-02 00:00:00,1724329,10003,10194,2,0,2.3,3.4,3.4,1,0,4,0,9,19,5,4,6,3,14,9,6,2,47,53,33,57,H
2560,4289,2014/2015,35,2015-05-02 00:00:00,1724322,10252,8668,3,2,2.75,3.3,2.8,2,0,1,0,13,12,3,4,4,3,15,12,5,3,51,49,50,47,H
2565,4294,2014/2015,35,2015-05-02 00:00:00,1724327,10260,8659,0,1,1.36,5.25,10.0,1,0,0,0,10,11,15,3,7,3,30,6,9,3,80,20,44,26,H
2561,4290,2014/2015,35,2015-05-03 00:00:00,1724323,8455,9826,1,0,1.36,5.25,10.0,2,0,2,0,12,13,8,4,8,3,12,22,3,6,63,37,80,42,H
2568,4297,2014/2015,35,2015-05-03 00:00:00,1724330,8586,8456,0,1,3.75,3.75,2.05,3,0,4,0,6,11,10,9,7,5,26,16,8,7,55,45,58,67,A
2562,4291,2014/2015,35,2015-05-04 00:00:00,1724324,8667,9825,1,3,5.5,4.0,1.7,2,0,0,0,8,11,2,13,4,8,21,14,0,5,32,68,34,70,A
2576,4305,2014/2015,36,2015-05-09 00:00:00,1724338,8197,8466,2,0,2.6,3.4,2.9,1,0,0,0,12,10,3,5,4,5,12,19,4,8,30,70,32,44,H
2575,4304,2014/2015,36,2015-05-09 00:00:00,1724337,8667,8191,0,1,1.95,3.5,4.5,1,0,1,0,15,13,13,2,7,4,26,15,9,3,54,46,42,65,A
2574,4303,2014/2015,36,2015-05-09 00:00:00,1724336,8668,8472,0,2,1.8,3.75,5.0,2,0,3,0,10,9,14,4,9,4,22,9,15,1,73,27,44,36,A
2573,4302,2014/2015,36,2015-05-09 00:00:00,1724335,9826,10260,1,2,4.5,3.6,1.91,0,0,1,0,13,12,5,7,5,4,31,13,7,6,38,62,34,26,A
2579,4308,2014/2015,36,2015-05-09 00:00:00,1724341,10194,8586,3,0,2.9,3.4,2.6,0,0,2,0,14,12,11,6,3,3,29,21,6,8,45,55,34,57,H
2571,4300,2014/2015,36,2015-05-09 00:00:00,1724333,10252,8654,1,0,1.91,3.7,4.33,1,0,1,0,6,13,6,3,7,3,28,13,2,6,59,41,35,40,D
2578,4307,2014/2015,36,2015-05-09 00:00:00,1724340,10261,8659,1,1,2.55,3.3,3.0,2,0,3,0,11,17,5,3,9,3,25,10,7,2,60,40,47,58,H
2572,4301,2014/2015,36,2015-05-10 00:00:00,1724334,8455,8650,1,1,2.1,3.5,3.8,4,0,3,0,14,11,4,5,3,10,9,15,6,4,48,52,83,61,D
2577,4306,2014/2015,36,2015-05-10 00:00:00,1724339,8456,10172,6,0,1.22,7.5,13.0,0,0,1,0,12,7,9,4,6,5,17,19,7,4,60,40,70,27,H
2570,4299,2014/2015,36,2015-05-11 00:00:00,1724332,9825,10003,0,1,1.3,6.0,11.0,0,0,1,0,7,10,20,4,5,3,22,8,6,1,67,33,70,53,A
2580,4309,2014/2015,37,2015-05-16 00:00:00,1724342,8191,10194,0,0,2.7,3.3,2.88,1,0,2,0,14,9,6,5,1,5,20,22,7,6,45,55,26,47,D
2584,4313,2014/2015,37,2015-05-16 00:00:00,1724346,8466,10252,6,1,1.75,3.8,5.25,1,0,1,0,19,7,9,4,3,4,13,25,6,3,36,64,62,42,A
2585,4314,2014/2015,37,2015-05-16 00:00:00,1724347,8472,8197,0,0,2.8,3.3,2.75,4,0,1,0,14,15,7,4,4,5,10,21,8,9,51,49,27,36,H
2587,4316,2014/2015,37,2015-05-16 00:00:00,1724349,8586,8667,2,0,1.8,3.8,4.75,3,0,1,0,10,6,2,4,7,8,16,26,6,8,55,45,57,38,H
2581,4310,2014/2015,37,2015-05-16 00:00:00,1724343,8650,9826,1,3,1.45,4.75,8.0,2,0,3,0,10,18,8,5,8,7,12,12,4,5,66,34,37,37,D
2589,4318,2014/2015,37,2015-05-16 00:00:00,1724351,8654,8668,1,2,2.9,3.4,2.6,1,0,4,0,13,14,7,8,5,9,21,11,7,8,41,59,58,34,H
2583,4312,2014/2015,37,2015-05-16 00:00:00,1724345,10172,10261,2,1,3.1,3.5,2.4,2,0,0,0,12,8,3,17,3,6,19,15,3,12,47,53,47,44,A
2586,4315,2014/2015,37,2015-05-17 00:00:00,1724348,10003,8456,2,4,4.75,4.2,1.75,0,0,3,0,8,8,7,11,3,6,11,9,11,7,47,53,68,71,D
2582,4311,2014/2015,37,2015-05-17 00:00:00,1724344,10260,9825,1,1,2.45,3.5,3.0,1,0,0,0,16,8,7,4,6,2,18,14,5,5,58,42,56,73,A
2588,4317,2014/2015,37,2015-05-18 00:00:00,1724350,8659,8455,3,0,4.1,3.5,2.0,3,0,2,1,12,11,3,7,3,5,11,15,3,4,41,59,41,84,H
2540,4269,2014/2015,33,2015-05-20 00:00:00,1724302,9825,8472,0,0,1.3,6.0,11.0,1,0,0,0,6,8,17,4,10,3,32,4,5,2,74,26,71,37,D
2596,4325,2014/2015,38,2015-05-24 00:00:00,1724358,8197,10172,5,1,1.6,4.33,6.0,0,0,0,0,7,6,3,6,9,8,18,16,5,6,47,53,72,44,H
2592,4321,2014/2015,38,2015-05-24 00:00:00,1724354,8455,8472,3,1,1.36,5.25,9.5,2,0,1,0,12,8,12,9,7,6,31,4,11,3,64,36,38,30,A
2597,4326,2014/2015,38,2015-05-24 00:00:00,1724359,8456,8466,2,0,1.57,4.5,6.0,1,0,1,0,13,8,7,8,8,6,11,18,8,4,55,45,84,38,H
2595,4324,2014/2015,38,2015-05-24 00:00:00,1724357,8667,10260,0,0,3.2,3.75,2.25,2,0,2,1,12,15,8,4,5,3,19,6,8,1,40,60,45,56,H
2594,4323,2014/2015,38,2015-05-24 00:00:00,1724356,8668,8586,0,1,2.4,3.6,3.0,1,0,2,0,12,7,3,10,9,4,13,6,3,5,40,60,47,61,A
2590,4319,2014/2015,38,2015-05-24 00:00:00,1724352,9825,8659,4,1,1.4,5.25,8.5,1,0,0,0,6,7,11,7,8,8,7,8,7,3,64,36,34,69,D
2593,4322,2014/2015,38,2015-05-24 00:00:00,1724355,9826,10003,1,0,2.25,3.6,3.3,3,0,0,0,23,13,9,3,2,1,21,12,7,3,50,50,38,30,H
2599,4328,2014/2015,38,2015-05-24 00:00:00,1724361,10194,8650,6,1,3.5,3.6,2.15,4,0,2,0,14,4,5,8,4,6,9,11,3,9,45,55,76,60,H
2591,4320,2014/2015,38,2015-05-24 00:00:00,1724353,10252,8191,0,1,2.1,3.6,3.75,1,0,2,0,11,6,7,4,10,2,27,10,7,2,63,37,36,47,H
2598,4327,2014/2015,38,2015-05-24 00:00:00,1724360,10261,8654,2,0,1.83,4.0,4.33,2,0,1,0,9,9,4,1,10,3,29,19,2,3,41,59,51,62,H
2664,4393,2015/2016,1,2015-08-08 00:00:00,1987036,8197,8472,4,2,1.95,3.5,4.33,2,0,4,0,13,17,8,5,9,4,16,10,6,3,44,56,0,0,A
2662,4391,2015/2016,1,2015-08-08 00:00:00,1987034,8455,10003,2,2,1.36,5.0,11.0,1,1,3,0,15,16,7,13,4,2,10,10,4,8,53,47,0,0,D
2663,4392,2015/2016,1,2015-08-08 00:00:00,1987035,8668,9817,2,2,1.7,3.9,5.5,1,0,2,0,7,14,4,6,5,3,23,11,8,2,67,33,0,0,D
2661,4390,2015/2016,1,2015-08-08 00:00:00,1987033,8678,10252,0,1,2.0,3.6,4.0,3,0,3,0,13,13,5,4,8,2,19,15,6,3,57,43,0,0,H
2667,4396,2015/2016,1,2015-08-08 00:00:00,1987039,9850,9826,1,3,2.55,3.3,3.0,1,0,0,0,14,20,7,6,8,1,18,18,1,4,63,37,0,0,H
2665,4394,2015/2016,1,2015-08-08 00:00:00,1987037,10260,8586,1,0,1.65,4.0,6.0,2,0,3,0,12,12,6,6,4,2,8,11,1,2,51,49,0,0,A
2660,4389,2015/2016,1,2015-08-09 00:00:00,1987032,9825,8654,0,2,1.29,6.0,12.0,1,0,3,0,12,9,15,5,8,2,28,7,5,4,62,38,0,0,A
2668,4397,2015/2016,1,2015-08-09 00:00:00,1987040,10194,8650,0,1,3.4,3.4,2.3,2,0,4,0,10,16,5,8,2,3,18,11,3,5,47,53,0,0,D
2666,4395,2015/2016,1,2015-08-09 00:00:00,1987038,10261,8466,2,2,2.88,3.3,2.7,2,0,4,0,9,12,4,5,3,8,17,11,6,6,56,44,0,0,A
2669,4398,2015/2016,1,2015-08-10 00:00:00,1987041,8659,8456,0,3,5.75,4.0,1.67,4,0,1,0,12,9,5,11,5,3,16,16,6,6,33,67,0,0,A
2770,4499,2015/2016,2,2015-08-14 00:00:00,1987078,10252,10260,0,1,5.5,3.8,1.73,2,0,2,0,14,10,2,3,3,5,12,6,3,5,46,54,3,3,A
2774,4503,2015/2016,2,2015-08-15 00:00:00,1987082,8466,8668,0,3,1.95,3.6,4.33,4,0,2,0,13,10,9,5,6,2,30,10,9,9,55,45,1,1,A
2775,4504,2015/2016,2,2015-08-15 00:00:00,1987083,8472,9850,1,3,2.5,3.3,3.1,1,0,2,0,7,7,2,9,3,4,9,15,6,6,45,55,0,0,A
2777,4506,2015/2016,2,2015-08-15 00:00:00,1987085,8586,10194,2,2,1.8,3.75,5.0,2,0,2,0,17,11,10,7,3,6,11,19,4,3,52,48,1,1,H
2779,4508,2015/2016,2,2015-08-15 00:00:00,1987087,8654,8197,1,2,2.25,3.5,3.4,1,1,3,0,11,12,6,5,4,4,20,10,8,4,68,32,0,0,D
2778,4507,2015/2016,2,2015-08-15 00:00:00,1987086,9817,8659,0,0,2.3,3.4,3.4,1,0,2,0,13,10,10,1,7,4,22,10,2,4,65,35,1,0,D
2776,4505,2015/2016,2,2015-08-15 00:00:00,1987084,10003,10261,2,0,1.95,3.6,4.33,2,0,3,0,11,9,9,2,7,2,14,8,4,4,67,33,3,3,A
2773,4502,2015/2016,2,2015-08-16 00:00:00,1987081,8456,8455,3,0,2.1,3.5,3.75,4,0,2,0,19,13,9,7,7,3,18,21,5,1,49,51,3,0,A
2771,4500,2015/2016,2,2015-08-16 00:00:00,1987079,9826,9825,1,2,5.25,3.9,1.73,1,0,1,0,14,12,6,14,3,4,30,17,6,6,41,59,3,1,H
2772,4501,2015/2016,2,2015-08-17 00:00:00,1987080,8650,8678,1,0,1.45,4.75,8.0,1,0,4,0,11,19,4,5,13,7,14,22,6,8,56,44,3,0,H
2883,4612,2015/2016,3,2015-08-22 00:00:00,1988733,8197,8586,1,1,2.63,3.6,2.75,1,0,4,0,7,14,5,8,5,10,20,12,2,7,35,65,3,3,H
2886,4615,2015/2016,3,2015-08-22 00:00:00,1988736,8472,10003,1,1,4.0,3.4,2.1,4,0,2,0,16,9,6,12,5,7,14,19,3,4,39,61,6,1,D
2889,4618,2015/2016,3,2015-08-22 00:00:00,1988739,8654,8678,3,4,2.38,3.4,3.2,0,1,1,0,8,11,5,4,2,6,11,13,5,4,46,54,6,1,D
2881,4610,2015/2016,3,2015-08-22 00:00:00,1988731,9826,10252,2,1,1.85,3.6,4.75,3,0,3,0,13,14,9,6,6,7,18,18,6,4,50,50,3,1,D
2885,4614,2015/2016,3,2015-08-22 00:00:00,1988735,9850,10194,1,1,2.3,3.3,3.5,4,0,1,0,16,5,10,2,10,5,15,9,9,0,42,58,0,4,D
2884,4613,2015/2016,3,2015-08-22 00:00:00,1988734,10260,10261,0,0,1.36,5.25,10.0,2,0,2,0,15,11,16,3,4,3,29,12,11,5,69,31,3,0,A
2888,4617,2015/2016,3,2015-08-23 00:00:00,1988738,8659,8455,2,3,6.5,4.0,1.62,2,0,1,1,9,12,6,3,6,8,21,10,8,7,44,56,4,6,A
2882,4611,2015/2016,3,2015-08-23 00:00:00,1988732,8668,8456,0,2,5.0,4.0,1.73,0,0,3,0,5,7,4,10,7,5,13,21,8,7,45,55,2,1,D
2887,4616,2015/2016,3,2015-08-23 00:00:00,1988737,9817,8466,0,0,2.8,3.3,2.75,0,0,2,0,11,11,6,7,6,8,25,17,5,2,51,49,1,1,A
2880,4609,2015/2016,3,2015-08-24 00:00:00,1988730,9825,8650,0,0,1.75,4.0,5.0,1,0,4,0,2,13,10,8,7,7,20,11,7,8,66,34,3,6,D
2982,4711,2015/2016,4,2015-08-29 00:00:00,1988742,8455,9826,1,2,1.36,5.0,11.0,1,0,1,0,9,15,17,4,10,5,23,14,7,7,64,36,3,1,D
2984,4713,2015/2016,4,2015-08-29 00:00:00,1988744,8456,9817,2,0,1.2,8.0,15.0,1,0,2,0,9,12,8,4,8,3,20,13,9,3,60,40,3,7,D
2989,4718,2015/2016,4,2015-08-29 00:00:00,1988749,8586,8668,0,0,2.0,3.5,4.2,4,0,1,0,21,9,12,4,7,5,26,14,6,2,50,50,4,6,A
2983,4712,2015/2016,4,2015-08-29 00:00:00,1988743,8650,8654,0,3,1.36,5.5,9.0,5,0,2,1,18,11,5,4,6,4,18,11,5,7,64,36,7,3,A
2981,4710,2015/2016,4,2015-08-29 00:00:00,1988741,8678,8197,1,1,2.2,3.6,3.4,2,0,4,0,9,19,1,1,2,3,12,14,4,4,57,43,9,3,H
2987,4716,2015/2016,4,2015-08-29 00:00:00,1988747,10194,8659,0,1,1.95,3.4,4.5,1,2,4,0,4,9,7,8,6,7,10,22,6,5,49,51,2,4,A
2980,4709,2015/2016,4,2015-08-29 00:00:00,1988740,10252,8472,2,2,1.91,3.5,4.75,2,0,1,0,10,14,10,2,11,2,27,12,5,4,62,38,2,1,A
2985,4714,2015/2016,4,2015-08-29 00:00:00,1988745,10261,9825,0,1,6.0,4.2,1.62,6,1,1,0,16,8,0,16,1,6,8,12,0,9,26,74,2,4,D
2986,4715,2015/2016,4,2015-08-30 00:00:00,1988746,8466,9850,3,0,2.05,3.5,4.0,0,0,2,0,4,13,10,3,12,4,27,8,6,4,62,38,2,4,H
2988,4717,2015/2016,4,2015-08-30 00:00:00,1988748,10003,10260,2,1,3.6,3.3,2.25,2,0,2,0,6,15,3,5,4,5,7,25,0,1,36,64,5,7,H
2998,4727,2015/2016,5,2015-09-12 00:00:00,1988758,8659,8466,0,0,3.2,3.2,2.5,1,0,0,0,5,5,2,9,5,2,12,27,4,5,35,65,7,2,H
2992,4721,2015/2016,5,2015-09-12 00:00:00,1988752,8668,8455,3,1,4.0,3.6,2.0,2,0,2,0,12,12,6,5,6,8,12,23,7,14,39,61,9,12,A
2997,4726,2015/2016,5,2015-09-12 00:00:00,1988757,9817,10003,1,0,2.75,3.4,2.75,1,1,1,0,11,14,8,4,6,3,10,17,1,3,41,59,5,4,H
2990,4719,2015/2016,5,2015-09-12 00:00:00,1988750,9825,10194,2,0,1.29,6.0,12.0,1,0,1,0,6,13,17,5,11,1,15,7,13,1,69,31,7,7,H
2991,4720,2015/2016,5,2015-09-12 00:00:00,1988751,9826,8456,0,1,5.5,4.2,1.67,2,0,3,0,13,13,4,11,8,9,15,12,4,4,41,59,4,4,H
2995,4724,2015/2016,5,2015-09-12 00:00:00,1988755,9850,8678,3,1,2.4,3.4,3.2,2,0,3,0,10,11,2,2,9,4,16,15,4,4,47,53,3,8,H
2994,4723,2015/2016,5,2015-09-12 00:00:00,1988754,10260,8650,3,1,2.0,3.4,4.33,1,0,2,0,6,11,3,3,3,4,15,7,4,4,56,44,4,5,D
2993,4722,2015/2016,5,2015-09-13 00:00:00,1988753,8197,10252,3,2,1.91,3.75,4.33,2,0,1,0,8,13,7,6,12,3,19,6,4,5,48,52,8,4,H
2996,4725,2015/2016,5,2015-09-13 00:00:00,1988756,8472,8586,0,1,4.33,3.6,1.95,2,0,1,0,11,12,7,8,7,10,17,13,6,8,43,57,2,3,A
2999,4728,2015/2016,5,2015-09-14 00:00:00,1988759,8654,10261,2,0,2.25,3.5,3.4,0,0,2,0,8,11,6,8,7,6,15,25,6,7,39,61,6,2,H
3002,4731,2015/2016,6,2015-09-19 00:00:00,1988762,8455,9825,2,0,2.45,3.5,3.0,3,0,4,1,12,11,16,4,6,4,12,12,5,5,62,38,4,5,A
3004,4733,2015/2016,6,2015-09-19 00:00:00,1988764,8456,8654,1,2,1.29,6.5,11.0,1,0,2,0,10,7,14,2,10,2,44,5,16,3,72,28,4,2,H
3001,4730,2015/2016,6,2015-09-19 00:00:00,1988761,8678,8472,2,0,1.7,4.0,5.5,2,0,6,0,14,15,10,6,4,4,14,16,7,3,53,47,4,10,H
3008,4737,2015/2016,6,2015-09-19 00:00:00,1988768,10003,8668,0,0,2.3,3.4,3.4,2,0,2,1,12,11,8,9,6,7,17,14,2,4,47,53,15,9,A
3007,4736,2015/2016,6,2015-09-19 00:00:00,1988767,10194,8197,2,2,2.5,3.4,3.0,1,0,4,0,7,12,2,3,5,6,24,12,3,4,54,46,2,6,A
3000,4729,2015/2016,6,2015-09-19 00:00:00,1988760,10252,8659,0,1,2.3,3.25,3.5,2,0,3,0,10,12,9,7,5,3,30,18,2,7,60,40,2,11,D
3005,4734,2015/2016,6,2015-09-19 00:00:00,1988765,10261,9817,1,2,2.5,3.3,3.1,1,0,2,0,8,12,8,5,7,6,32,8,5,5,58,42,8,8,D
3006,4735,2015/2016,6,2015-09-20 00:00:00,1988766,8466,10260,2,3,3.1,3.3,2.5,2,0,0,0,6,13,7,1,5,6,21,6,5,5,41,59,7,7,D
3009,4738,2015/2016,6,2015-09-20 00:00:00,1988769,8586,9826,1,0,2.0,3.6,4.0,1,0,2,0,9,11,11,8,8,5,12,14,6,5,58,42,6,10,A
3003,4732,2015/2016,6,2015-09-20 00:00:00,1988763,8650,9850,1,1,1.67,4.0,5.75,1,0,2,0,4,13,14,3,7,4,21,10,6,2,60,40,6,9,H
3010,4739,2015/2016,7,2015-09-26 00:00:00,1988770,8197,9825,2,5,4.5,4.0,1.8,1,0,1,0,9,12,8,15,6,7,25,8,6,5,41,59,12,10,A
3014,4743,2015/2016,7,2015-09-26 00:00:00,1988774,8466,10003,3,1,2.05,3.4,4.2,3,0,1,0,18,14,7,8,7,5,23,14,4,3,42,58,8,4,H
3016,4745,2015/2016,7,2015-09-26 00:00:00,1988776,8586,8456,4,1,4.2,3.8,1.91,5,0,1,0,17,6,7,15,3,8,16,14,5,9,47,53,13,2,H
3011,4740,2015/2016,7,2015-09-26 00:00:00,1988771,8650,10252,3,2,1.53,4.33,7.0,0,0,0,0,10,14,17,3,2,5,18,10,11,1,62,38,2,7,D
3019,4748,2015/2016,7,2015-09-26 00:00:00,1988779,8654,9850,2,2,2.25,3.5,3.4,0,0,0,0,6,16,8,7,5,3,10,8,7,5,43,57,6,9,H
3015,4744,2015/2016,7,2015-09-26 00:00:00,1988775,10194,8678,2,1,2.55,3.3,3.0,1,0,0,0,12,11,4,8,3,2,12,13,3,7,43,57,3,7,H
3012,4741,2015/2016,7,2015-09-26 00:00:00,1988772,10260,8472,3,0,1.2,7.5,16.0,0,0,3,0,12,17,8,7,4,1,12,5,5,2,66,34,9,15,H
3013,4742,2015/2016,7,2015-09-26 00:00:00,1988773,10261,8455,2,2,6.0,4.2,1.62,1,0,2,0,13,14,6,5,3,11,15,30,4,6,36,64,12,8,D
